date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Dec 16 2010 07:12:21 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",SIG is the place to be!,I have been working at Susquehanna International Group (SIG),0,- Free breakfast and lunch (even if it is getting to be a little too healthy!) - Great place to start your career and if you are patient a good place to move up. - Friendly environment - Good at pushing you to learn more,- Pay at first is below average - Long hours,,5.0,4.0,4.5,3.0,5.0,,Recommends,,Approves of CEO
Thu Dec 16 2010 07:13:50 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",The good parts of Wall St. with very little of the bad parts ..,I have been working at Susquehanna International Group (SIG),0,- You're surrounded by intelligent people - Extensive exposure to quality decision making - Challenging technology problems - Reasonable work weeks - Culture/practices are continuously being improved,- No work at home but given the reasonable work weeks it's not a signficant issue - Company is small and the management structure is relatively flat making promotion imtrinsically more difficult,,5.0,4.5,5.0,4.0,4.0,,Recommends,,Approves of CEO
Wed Dec 15 2010 06:27:52 GMT-0500 (Eastern Standard Time),,"Philadelphia, PA"," in Philadelphia, PA",Semi-positive experience with capped upside due to the current employee valuation system,I have been working at Susquehanna International Group (SIG),3,"Great Work environment, with a number of perks including shorts on summer work days, free breakfast and lunches and many great company functions. Health care plan, while costs have gone up considerably year after year, remains great benefit.","Compensation not in-line with rest of the Street for majority of employees as the firm plays 'Money Ball'. Most managers has very little say or flexibility in employee salary, as salaries are decided by a few select upper managers. These managers have very little interaction with most employees they are trying to value and the valuation process becomes a merit-less exercise for most employees, as the compensation committee views everyones salary as trade, trying to pay the lowest possible amount to keep the employee from being disgruntled. Unless have a defined bonus, every year discretionary bonus expectations are talked down. Firm keeps compensation below market value for most employees while locking in guaranteed contracts for productive and unproductive producers.",,3.0,5.0,3.5,1.0,3.0,,Doesn't Recommend,,Approves of CEO
Mon Nov 01 2010 19:49:24 GMT-0400 (Eastern Daylight Time),,"Philadelphia, PA"," in Philadelphia, PA",A Good Start to a Career,I have been working at Susquehanna International Group (SIG),1,"Free food, good benefits, talented and knowledgeable people are all great benefits to working at SIG. Also, a strong community.",Management seems to be a bit behind in the times; a lot of them were kept around solely due to seniority.,,4.0,5.0,4.5,3.0,3.0,,Approves of CEO,,
Tue Oct 19 2010 16:11:01 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Software Engineer in Bala Cynwyd, PA",Disorganized company,I have been working at Susquehanna International Group (SIG),3,"* Free food (but they make you work 10 hours a day, so its not really a benefit) * On site gym * Better education seminars than most companies offer","* Disorganized and overstaffed with multiple efforts to solve the same task * No communication between teams, no help from others either to keep job security * Often times information is scattered across multiple people/teams, and in the end no one can oversea the whole thing. * Redundant and unnecessarily teams/departments that supposed to leverage efforts of others, but realistically only creates obstacles for others.",,2.0,1.0,2.0,3.0,2.0,,Doesn't Recommend,,Disapproves of CEO
Tue Oct 05 2010 18:33:34 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Trader, Options in Bala Cynwyd, PA","Good place to work, confortable, not the best-paying, noncompetes everywhere you turn",I have been working at Susquehanna International Group (SIG),1,"Great benefits, friendly, relaxed environment, a real ""family feel"" even though when push comes to shove, they fire people like every other company does. However, they are smart, and typically will let someone take a bet if there is good justification for it and risks are defined.","Slightly disingenuous about what they offer, they definitely take advantage of starry-eyed college kids for the Assistant Trader program- the contracts are terrible, compensation is unlikely to match those at funds, banks, etc. On the flip side, cost of living in Philly/suburbs is definitely less than Manhattan.",,4.0,5.0,4.0,4.0,4.5,,Recommends,,Approves of CEO
Tue Oct 05 2010 17:55:43 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Trade Support Associate in Bala Cynwyd, PA","A great place to work and learn, but expect to work hard.",I have been working at Susquehanna International Group (SIG),0,"-Casual, non-corporate atmosphere -Free catered buffet-style lunch, continental breakfast, and snacks -Competitive health/insurance/401k benefits -Great in-house education/training opportunities -Intelligent atmosphere -Other perks including social outings and ball games",-Long/busy work days -Unsatisfactory starting salary,,5.0,4.5,4.5,3.5,5.0,,Recommends,,Approves of CEO
Thu Sep 30 2010 14:44:51 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",SIG Review,I have been working at Susquehanna International Group (SIG),0,The benefits of working here were awesome. Free food and gym area. There are a ton of talented individuals that work here.,There is limited growth in the company especially if you enter as an entry level position. Limited promotion,,4.0,3.5,2.0,3.5,4.0,,Recommends,,Approves of CEO
Sat Sep 25 2010 14:09:42 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Susquehanna Review,I have been working at Susquehanna International Group (SIG),1,a. A place that you can learn a lot stuffs; b. A place that offers a great lifestyle; c. A place that offers stability;,a. The compensation is 20% less than corresponding position in New York City; b. Your personal contribution may not be well recognised;,,4.0,5.0,4.0,3.0,4.0,,Recommends,,Approves of CEO
Mon Sep 20 2010 19:57:32 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",SIG Internship,I have been working at Susquehanna International Group (SIG),0,"Free Food, decent pay, jean every day",Not much room to pursue a career. No corporate ladder.,,4.0,5.0,2.0,4.0,5.0,,Recommends,,Approves of CEO
Fri Oct 01 2010 09:08:29 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",SIG Review,I have been working at Susquehanna International Group (SIG),2,Working at SIG is a relaxed atmosphere. It can be fast paced but everyone is there too help. You also have free food.,There is limited growth at SIG. Many of the individuals are high up and it is difficult to grow in the company.,,3.0,3.0,3.0,3.0,3.0,,Approves of CEO,,
Tue Aug 31 2010 12:44:27 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Intern in Bala Cynwyd, PA",Software Development,I worked at Susquehanna International Group (SIG),0,SIG was a great place for a summer internship. Breakfast and lunch are free everyday and interns are taken out to dinner and other events multiple times throughout the summer. The managers are experienced and very easy to talk to.,"Not many to be honest. It is easy to get to know you co-workers as you will be interacting with them frequently. The only true downside is whether or not you want to work in the financial industry, and that isn't necessarily a ""con"".",,5.0,4.5,4.5,4.5,5.0,,Recommends,,Approves of CEO
Thu Aug 19 2010 16:04:23 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Technology in Bala Cynwyd, PA","Be smart, work hard, wear shorts",I have been working at Susquehanna International Group (SIG),3,"SIG has some of the smartest employees around. There are very few slackers or incompetent people. The diversity of the workforce is another plus at SIG. There are people from all over the world in the Bala HQ, and there are also tons of women, and not just in the traditional roles: our CIO is a woman, there are several female Associate Directors, and in Technology there are more and more women working as team leads and managers The company's policies generally treat employees like adults. Perks like free breakfast and hot lunch, all the Starbucks® you can drink, and a super-casual dress code add to the feeling that Jeff and the others really want to make sure people are happy. Many managers (in Technology, at least) are relatively relaxed about letting you ""step out"" for doctor's appts, and some even (shhhh!) offer unofficial comp time if you have to work over the weekend or late into the night.","SIG pays lip service to the idea of being family friendly, although for some positions, there is little work/life balance. In Technology, there is a lot of political game-playing and a frustrating level of territoriality. Tech managers vary wildly in management competence and people skills, though it's only fair to mention that they all have a very high level of technical expertise. Another area where SIG doesn't walk their talk is professional development. Conference and training requests routinely get turned down with the suggestion to find a webinar on the topic. This is hardly the type of ""growth opportunities"" the SIG website seems to be promising when it touts SIG's commitment to employee education.",,4.0,4.5,3.5,3.0,4.5,,Recommends,,Approves of CEO
Tue Aug 10 2010 05:17:38 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Operations Associate in Bala Cynwyd, PA",Great place,I have been working at Susquehanna International Group (SIG),0,"-laid back environment -casual dress -perks (free lunch, car wash, etc) -management treats employees fairly",-long hours -software needs updating Overall great place to work,,5.0,3.5,4.0,4.5,5.0,,Recommends,,Approves of CEO
